Accident_Index,longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date
33444,80.29632396,26.46309969,4,3,2,2,2,17:00,72,E10000017,3,682,1,30,1,4,3,682,0,0,1,1,1,0,0,1,1,E01024909,43271.00
33445,80.31608056,26.44090943,4,3,2,3,5,18:10,72,E10000017,3,671,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01024904,43274.00
33446,80.27663645,26.44704351,4,3,2,2,6,15:00,72,E10000017,6,0,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43275.00
33447,80.2857907,26.46705089,4,3,2,1,7,22:30,72,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01024910,43276.00
33448,80.3380342,26.4683566,4,3,2,2,1,15:55,72,E10000017,3,632,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024871,43277.00
33449,80.31063162,26.46318503,4,3,1,1,2,17:45,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024909,43278.00
33450,80.28910705,26.47556635,4,3,1,2,2,20:59,72,E10000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024860,43278.00
33451,80.33356772,26.44082093,4,3,1,1,6,00:40,72,E10000017,6,0,2,30,9,4,6,0,0,0,4,1,1,0,0,1,1,E01024877,43303.00
33452,80.26867303,26.44270904,4,3,2,2,2,18:35,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024875,43299.00
33453,80.28282572,26.4625781,4,3,2,1,2,13:58,72,E10000017,6,0,6,30,6,3,6,0,0,0,1,2,2,5,0,1,1,E01024906,43264.00
33454,80.27875809,26.44387025,4,3,2,2,2,20:10,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024891,43292.00
33455,80.29033632,26.47488811,4,2,2,1,6,15:45,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024856,43296.00
33456,80.33358633,26.44920735,4,3,2,3,6,23:30,72,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01024908,43296.00
33457,80.28274971,26.47225275,4,3,1,1,2,13:30,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01024876,43299.00
33458,80.29517994,26.43643206,4,3,1,1,5,20:30,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024903,43302.00
33459,80.26825997,26.45697886,4,2,1,1,6,22:50,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01024876,43303.00
33460,80.33924681,26.47163054,4,3,2,1,6,17:00,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024904,43303.00
33461,80.26478228,26.4783906,4,3,1,1,3,12:20,72,E10000017,6,0,6,30,8,4,3,682,0,0,1,1,1,0,0,1,1,E01024877,43307.00
33462,80.31174678,26.47532479,4,3,1,1,6,11:00,72,E10000017,6,0,2,30,0,-1,-1,0,0,0,1,9,1,0,0,1,1,E01024877,43310.00
33463,80.26737839,26.45993531,4,3,2,1,6,13:20,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43310.00
33464,80.27621825,26.46479858,4,3,1,1,3,10:24,72,E10000017,6,0,6,30,3,4,3,679,0,0,1,1,1,0,0,1,1,E01024908,43314.00
33465,80.32596167,26.47626139,4,3,2,3,2,17:00,72,E10000017,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01024876,43313.00
33466,80.27433188,26.46122472,4,3,1,1,4,11:55,72,E10000017,6,0,6,30,6,4,3,682,0,4,1,2,2,0,0,1,1,E01024905,43315.00
33467,80.26979155,26.44605758,4,3,2,1,7,19:20,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024862,43318.00
33468,80.27888915,26.47386275,4,3,2,2,4,07:55,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024895,43322.00
33469,80.33720541,26.47401613,4,2,2,2,4,11:50,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024863,43322.00
33470,80.28456551,26.45993385,4,3,2,1,2,08:45,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024875,43327.00
33471,80.30270169,26.44214662,4,3,2,1,6,20:00,72,E10000017,6,0,6,30,7,4,6,0,0,0,1,8,1,0,0,1,1,E01024893,43324.00
33472,80.325387,26.46099702,4,3,2,1,4,19:05,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024856,43329.00
33473,80.31191266,26.45605049,4,2,1,1,4,12:50,72,E10000017,3,671,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01025393,43336.00
33474,80.339847,26.46284537,4,3,3,1,7,16:55,72,E10000017,6,0,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01024855,43339.00
33475,80.32441088,26.4529552,4,3,2,1,4,12:47,72,E10000017,3,682,6,30,3,4,6,0,0,0,1,8,1,0,0,1,1,E01024876,43343.00
33476,80.30265791,26.47493183,4,3,2,1,3,08:48,72,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024857,43342.00
33477,80.32199341,26.46426015,4,3,1,1,4,07:45,72,E10000017,3,646,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01024870,43336.00
33478,80.2893432,26.44969682,4,3,1,1,5,09:55,72,E10000017,3,679,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01024877,43344.00
33479,80.31474433,26.45281035,4,2,1,1,5,08:25,72,E10000017,3,671,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01024877,43344.00
33480,80.32934405,26.47599209,4,2,1,1,1,10:58,72,E10000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024870,43347.00
33481,80.29446683,26.45663405,4,3,1,1,7,12:15,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,1,E01024894,43346.00
33482,80.30137181,26.46422835,4,3,2,1,1,12:10,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01024898,43340.00
33483,80.33045793,26.46041902,4,3,2,1,3,11:40,72,E10000017,3,682,6,30,0,4,-1,0,0,4,1,1,1,0,0,1,1,E01024895,43342.00
33484,80.31490001,26.44262903,4,1,1,1,6,11:39,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024857,43352.00
33485,80.2948485,26.44779165,4,3,2,1,5,15:44,72,E10000017,4,6434,6,30,1,4,3,682,0,0,1,2,2,0,0,1,1,E01024877,43358.00
33486,80.28545235,26.45872902,4,3,3,2,3,16:39,72,E10000017,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,2,1,1,E01024909,43356.00
33487,80.30611736,26.46018623,4,3,2,1,5,10:50,72,E10000017,6,0,6,30,9,2,6,0,0,5,1,2,2,0,0,1,1,E01024877,43358.00
33488,80.29487487,26.4678041,4,3,1,1,4,21:46,72,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024857,43364.00
33489,80.31835738,26.44948227,4,3,2,1,4,16:00,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01024861,43371.00
33490,80.32425136,26.47467544,4,3,2,2,7,00:25,72,E10000017,3,682,6,30,6,2,3,6114,0,0,4,2,2,0,0,1,1,E01024897,43374.00
33491,80.3360345,26.47737656,4,3,1,1,7,14:45,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024878,43374.00
33492,80.2843719,26.46512036,4,3,2,4,2,17:05,72,E10000017,6,0,6,30,6,2,3,679,0,0,1,1,1,0,0,1,1,E01024909,43376.00
33493,80.26566919,26.45831177,4,3,2,2,2,16:40,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43376.00
33494,80.26721983,26.47673976,4,3,2,1,4,10:55,72,E10000017,3,671,3,30,1,4,3,671,0,0,1,1,1,0,0,2,1,E01024882,43378.00
33495,80.31531669,26.44595388,4,3,2,1,2,08:45,72,E10000017,5,664,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024898,43383.00
33496,80.29031296,26.43683056,4,3,2,1,2,13:20,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01024909,43383.00
33497,80.32352405,26.45979849,4,3,2,2,6,08:40,72,E10000017,5,662,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024892,43380.00
33498,80.33021382,26.4379421,4,3,1,1,2,14:10,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,2,0,0,1,1,E01024878,43376.00
33499,80.28820447,26.44470709,4,3,2,1,2,15:20,72,E10000017,3,682,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01024898,43383.00
33500,80.30022906,26.46332506,4,3,2,1,4,14:40,72,E10000017,6,0,2,30,7,-1,6,0,0,5,1,9,2,0,0,1,1,E01024877,43385.00
33501,80.28361057,26.46069311,4,3,2,3,7,20:20,72,E10000017,3,682,6,30,6,2,3,6114,0,5,4,1,1,0,0,1,1,E01024897,43388.00
33502,80.30657054,26.44371977,4,3,1,3,7,11:25,72,E10000017,3,646,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024874,43374.00
33503,80.30327231,26.45693703,4,3,2,2,2,09:00,72,E10000017,6,0,9,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01024858,43390.00
33504,80.33443905,26.45330179,4,3,2,1,3,14:00,72,E10000017,6,0,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,E01024906,43391.00
33505,80.30520178,26.46655025,4,3,2,1,3,15:40,72,E10000017,4,6434,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43391.00
33506,80.2782719,26.44013861,4,3,2,2,4,08:05,72,E10000017,3,6114,6,30,6,4,6,0,0,4,1,1,2,0,0,1,1,E01024855,43392.00
33507,80.31041932,26.46055784,4,3,1,1,5,23:00,72,E10000017,3,682,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024876,43393.00
33508,80.33538365,26.46094821,4,3,2,1,3,12:15,72,E10000017,3,671,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024858,43398.00
33509,80.31537642,26.45414612,4,3,2,2,3,09:15,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,5,2,0,0,1,1,E01024906,43398.00
33510,80.32034657,26.46396629,4,3,2,1,2,14:45,72,E10000017,3,682,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024856,43397.00
33511,80.29280218,26.46569088,4,3,1,1,3,15:45,72,E10000017,3,646,6,20,3,4,6,0,1,0,1,1,2,0,0,2,1,E01024870,43398.00
33512,80.29536996,26.44792699,4,3,3,1,3,13:30,72,E10000017,6,0,9,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024895,43391.00
33513,80.28655927,26.45802149,4,3,2,1,6,15:15,72,E10000017,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43394.00
33514,80.32790658,26.44181283,4,3,2,3,3,16:10,72,E10000017,3,671,6,60,0,-1,-1,0,0,0,1,5,5,0,0,2,1,E01024869,43398.00
33515,80.31229517,26.47031309,4,3,3,1,6,15:55,72,E10000017,3,679,3,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024877,43408.00
33516,80.28377397,26.47612256,4,3,1,1,7,19:35,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01024876,43409.00
33517,80.32048396,26.4808007,4,3,2,1,7,20:05,72,E10000017,3,682,6,30,6,2,3,6114,0,0,4,2,2,0,0,1,1,E01024897,43409.00
33518,80.26679174,26.43761566,4,2,2,1,1,13:15,72,E10000017,3,671,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024870,43410.00
33519,80.31300998,26.45171073,4,3,2,1,2,16:55,72,E10000017,6,0,6,30,6,4,6,0,0,0,4,4,1,0,0,1,1,E01024906,43411.00
33520,80.32974635,26.46891112,4,3,2,2,3,09:00,72,E10000017,3,6114,6,30,9,4,6,0,0,0,1,1,2,0,0,1,1,E01024893,43412.00
33521,80.31171368,26.46982085,4,3,2,3,3,07:53,72,E10000017,3,671,6,60,8,4,6,0,0,0,1,5,2,0,0,2,1,E01024870,43412.00
33522,80.33624085,26.47835681,4,3,1,2,3,18:00,72,E10000017,3,671,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01024870,43412.00
33523,80.33906866,26.43831741,4,3,2,1,6,15:10,72,E10000017,6,0,6,20,7,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43415.00
33524,80.33797253,26.4487218,4,3,1,1,4,22:19,72,E10000017,3,646,6,60,9,4,6,0,0,0,4,1,4,0,0,2,1,E01024870,43420.00
33525,80.33177314,26.47360005,4,3,1,1,7,17:30,72,E10000017,3,682,3,30,3,4,6,0,0,8,4,9,1,0,0,1,1,E01024909,43395.00
33526,80.28857722,26.4620518,4,3,2,1,6,17:13,72,E10000017,3,6114,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024893,43422.00
33527,80.30822305,26.47052582,4,3,1,1,7,06:00,72,E10000017,3,6114,6,30,3,4,6,0,0,0,4,1,2,0,0,2,1,E01024893,43423.00
33528,80.29325684,26.46603954,4,3,4,2,1,22:35,72,E10000017,5,660,6,30,3,4,6,0,0,0,4,7,4,0,0,1,1,E01024863,43424.00
33529,80.32919178,26.44762308,4,2,1,1,1,19:33,72,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01024903,43424.00
33530,80.30943707,26.46978989,4,1,2,1,3,12:50,72,E10000017,4,6240,1,30,1,4,3,679,0,0,1,1,2,0,0,1,1,E01024909,43433.00
33531,80.3357586,26.46790667,4,3,2,2,7,17:54,72,E10000017,6,0,6,30,7,4,6,0,0,4,4,1,2,0,0,1,1,E01024858,43430.00
33532,80.27504312,26.45549518,4,3,1,1,7,13:43,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024865,43430.00
33533,80.29065189,26.44683104,4,3,2,2,3,15:49,72,E10000017,3,682,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01024877,43426.00
33534,80.28353251,26.45157386,4,2,1,1,4,12:45,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024864,43434.00
33535,80.32036754,26.4776257,4,3,1,1,5,08:30,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01024892,43435.00
33536,80.32445852,26.4754566,4,3,2,2,7,14:40,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01024857,43416.00
33537,80.31921043,26.44764496,4,3,1,1,5,17:40,72,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024906,43435.00
33538,80.32502013,26.4482163,4,3,2,1,4,17:05,72,E10000017,3,682,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01024876,43441.00
33539,80.29963054,26.44671456,4,3,2,2,6,08:55,72,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024905,43443.00
33540,80.31820329,26.44310389,4,3,2,1,7,14:00,72,E10000017,3,671,1,30,1,4,4,6239,0,0,1,1,2,0,0,2,1,E01024907,43444.00
33541,80.29146547,26.44631875,4,3,3,1,1,11:00,72,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024905,43445.00
33542,80.32908497,26.45417141,4,3,2,1,5,13:10,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024895,43421.00
33543,80.32660667,26.44245743,4,3,3,2,2,02:20,72,E10000017,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01024877,43439.00
33544,80.30751081,26.43901653,4,3,1,1,4,11:58,72,E10000017,3,682,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01024858,43448.00
33545,80.28180079,26.46510124,4,3,3,4,4,16:22,72,E10000017,3,671,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01024870,43448.00
33546,80.31247651,26.46892475,4,3,2,2,4,15:25,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024906,43448.00
33547,80.28748506,26.46149412,4,1,1,1,5,08:25,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024906,43449.00
33548,80.2701399,26.44909897,4,3,2,2,3,13:30,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,2,0,0,1,1,E01024895,43454.00
33549,80.30583472,26.4554799,4,3,2,1,6,09:05,72,E10000017,3,671,3,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01024907,43457.00
33550,80.27238593,26.45102537,4,3,3,1,7,13:30,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01024856,43458.00
33551,80.30986018,26.45984211,4,3,2,2,2,16:10,72,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01024859,43460.00
33552,80.33804176,26.44857276,4,3,1,1,6,21:00,72,E10000017,6,0,2,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01024877,43457.00
33553,80.28022318,26.44068,4,3,2,1,6,13:10,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01024906,43464.00
33554,80.29788185,26.44795438,4,3,1,1,6,18:00,72,E10000017,3,671,6,60,3,4,4,6238,0,0,6,7,2,0,0,2,1,E01024870,43464.00
33555,80.27376816,26.47892347,4,3,2,1,3,07:58,72,E10000017,6,0,6,30,5,4,6,0,0,0,1,1,1,0,0,3,1,,43370.00
33556,80.31753927,26.44380419,4,3,2,1,4,12:45,72,E10000017,6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,E01024908,43378.00
33557,80.27666022,26.47736453,4,3,2,1,7,15:00,72,E10000017,6,0,6,30,0,4,-1,0,0,0,1,1,2,0,0,1,1,E01024866,43444.00
33558,80.2752964,26.45017589,4,3,2,1,4,18:00,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01024909,43392.00
33559,80.33978353,26.47544028,4,3,2,1,5,13:55,72,E10000017,6,0,6,30,-1,-1,-1,-1,-1,-1,1,9,-1,-1,-1,1,-1,E01024876,43407.00
33560,80.28788906,26.47064163,4,3,3,3,5,23:20,72,E10000017,3,679,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024899,43330.00
33561,80.28681074,26.47983456,4,3,2,4,4,12:25,72,E10000017,3,646,6,40,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024900,43231.00
33562,80.3299275,26.45012976,4,3,2,1,6,09:00,72,E10000017,3,6068,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024889,43240.00
33563,80.33481439,26.4727468,4,3,2,3,5,13:59,72,E10000017,3,646,6,30,3,4,6,0,0,0,1,1,1,0,1,1,1,E01024899,43246.00
33564,80.31089698,26.44600854,4,3,1,1,7,19:00,72,E10000017,6,0,6,20,3,4,6,0,0,0,1,4,1,0,0,1,1,E01024887,43248.00
33565,80.32429706,26.4745704,4,3,1,1,6,15:30,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024886,43233.00
33566,80.27733969,26.455066,4,3,2,2,1,19:07,72,E10000017,3,671,6,30,8,4,6,0,0,0,5,8,2,0,0,1,1,E01024880,43228.00
33567,80.30966225,26.47315616,4,2,1,1,6,18:25,72,E10000017,6,0,6,30,6,4,6,0,0,0,7,9,5,0,0,1,1,E01024885,43233.00
33568,80.33659795,26.46988346,4,3,2,1,6,08:32,72,E10000017,3,6068,1,60,1,4,3,56,0,0,1,1,1,0,0,2,1,E01024887,43240.00
33569,80.31924675,26.46249165,4,3,1,1,3,22:30,72,E10000017,1,65,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01024888,43265.00
33570,80.31313278,26.46715063,4,2,1,1,5,11:54,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024890,43267.00
33571,80.26455778,26.43882145,4,3,1,2,6,08:55,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024884,43275.00
33572,80.28953572,26.47156566,4,3,10,2,6,19:30,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024886,43282.00
33573,80.30074105,26.47282731,4,3,2,2,1,08:25,72,E10000017,3,56,1,60,1,4,3,6068,0,0,1,1,1,0,0,2,1,E01024887,43270.00
33574,80.26916739,26.44087648,4,2,1,1,6,09:30,72,E10000017,3,679,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01024888,43268.00
33575,80.32408745,26.43904859,4,3,1,1,6,20:37,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024884,43268.00
33576,80.27881715,26.47180514,4,2,3,2,3,12:40,72,E10000017,3,679,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024888,43293.00
33577,80.27731598,26.44598975,4,3,3,1,6,11:22,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01024872,43275.00
33578,80.33684261,26.44995572,4,3,5,2,1,05:08,72,E10000017,3,646,6,30,0,4,-1,0,0,0,1,1,1,0,0,1,1,E01024899,43256.00
33579,80.27075528,26.45001816,4,3,2,1,3,12:06,72,E10000017,3,671,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01024881,43286.00
33580,80.30562232,26.45176771,4,3,1,2,3,22:40,72,E10000017,5,650,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01024888,43300.00
33581,80.2891158,26.43632281,4,2,2,1,4,22:07,72,E10000017,3,679,6,40,3,4,6,0,0,0,4,1,1,0,0,2,1,E01024888,43308.00
33582,80.27047609,26.45701035,4,3,1,1,4,21:15,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024901,43301.00
33583,80.26900831,26.43750106,4,3,1,1,2,13:00,72,E10000017,3,671,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01024885,43306.00
33584,80.32674879,26.46337887,4,3,1,1,7,12:26,72,E10000017,3,679,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024888,43311.00
33585,80.30701813,26.45518592,4,3,2,1,4,08:59,75,E10000017,1,65,7,70,5,4,3,56,0,0,1,1,1,0,0,2,1,E01024888,43266.00
33586,80.31986215,26.45091434,4,3,2,3,5,15:30,72,E10000017,3,56,1,70,1,4,1,65,0,0,1,2,2,0,0,2,1,E01024887,43309.00
33587,80.28785403,26.47288436,4,2,2,1,7,20:20,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01024872,43311.00
33588,80.30053112,26.44814984,4,3,1,1,3,10:55,72,E10000017,5,650,6,30,3,4,3,671,0,0,1,1,1,0,0,1,1,E01024885,43314.00
33589,80.32739466,26.45663887,4,2,1,1,5,17:10,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024902,43316.00
33590,80.33341594,26.43654196,4,3,1,1,6,15:40,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024872,43317.00
33591,80.26487943,26.45828614,4,3,2,2,2,18:15,72,E10000017,1,65,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024888,43320.00
33592,80.3199782,26.44191624,4,2,2,1,6,10:33,72,E10000017,3,646,6,40,6,4,5,653,0,0,1,1,1,0,0,1,1,E01024873,43317.00
33593,80.31481462,26.43825507,4,3,2,3,4,06:55,72,E10000017,3,679,6,30,6,2,3,646,0,0,1,1,2,0,0,1,1,E01024899,43322.00
33594,80.28419702,26.43897981,4,3,2,1,1,15:10,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024888,43326.00
33595,80.30831898,26.46925632,4,3,1,1,6,09:00,72,E10000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024874,43324.00
33596,80.31571386,26.43702104,4,2,2,2,1,09:29,72,E10000017,3,646,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024899,43333.00
33597,80.30433796,26.44028626,4,2,1,1,6,21:51,72,E10000017,6,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01024874,43324.00
33598,80.33523023,26.45375712,4,3,2,2,7,12:10,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024900,43339.00
33599,80.32726005,26.45026513,4,3,2,3,3,09:15,72,E10000017,6,0,3,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024882,43342.00
33600,80.30167745,26.4377651,4,3,2,1,4,14:52,72,E10000017,4,6239,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024907,43343.00
33601,80.30490276,26.47348113,4,2,1,3,6,02:34,72,E10000017,3,682,6,50,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01024874,43345.00
33602,80.31697914,26.47425657,4,3,2,1,1,14:58,72,E10000017,3,56,1,60,1,4,1,65,0,0,1,1,1,0,0,2,1,E01024887,43347.00
33603,80.32069107,26.45086931,4,2,2,1,1,13:55,72,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01024887,43347.00
33604,80.32504862,26.44066274,4,2,1,2,3,15:49,72,E10000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024870,43349.00
33605,80.30539035,26.47573135,4,3,2,2,4,17:40,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024901,43350.00
33606,80.28447478,26.43933821,4,3,2,5,2,15:20,72,E10000017,3,671,6,60,3,4,4,6238,0,0,1,1,1,0,0,2,1,E01024870,43355.00
33607,80.29911801,26.45484328,4,3,3,1,5,08:30,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01024901,43358.00
33608,80.29754646,26.46106119,4,3,3,3,6,18:20,72,E10000017,3,464,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024900,43359.00
33609,80.29912923,26.46958675,4,3,2,2,5,14:05,72,E10000017,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024885,43351.00
33610,80.29755779,26.47667956,4,3,1,1,6,21:00,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01024885,43373.00
33611,80.27133272,26.43651389,4,3,2,3,5,12:05,72,E10000017,3,679,6,60,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024888,43379.00
33612,80.30003579,26.45699574,4,3,1,1,6,08:07,72,E10000017,6,0,6,60,8,4,6,0,0,0,1,2,2,0,0,1,1,E01024899,43373.00
